naam,volledige naam,partij,functie,db-uri,abstract
Aat de Jonge,Aat Bram Louis de Jonge,Christelijk-Historische Unie,Burgemeester van Dronten;Burgemeester van Houten;Burgemeester van Woudenberg;Burgemeester van Nieuwleusen;Lid Tweede Kamer;Waarnemend burgemeester van Maarn;Waarnemend burgemeester van Woudenberg,http://nl.dbpedia.org/resource/Aat_de_Jonge,"Aat Bram Louis de Jonge (Leiden, 14 januari 1953) is een Nederlands politicus van het CDA.Na het vervullen van zijn dienstplicht studeerde hij van 1974 tot 1981 rechten aan de Rijksuniversiteit Leiden. Daarnaast was hij landelijk voorzitter van CHJO; de jongerenorganisatie van de CHU.In 1981 werd hij ambtenaar bij het ministerie van Justitie en later dat jaar lid van de Tweede Kamer. Na de val van het kabinet-Van Agt II volgden in 1982 verkiezingen waarna hij niet meer terugkeerde in de Tweede Kamer. De Jonge ging weer werken bij het ministerie van Justitie waar hij plaatsvervangend hoofd werd van de afdeling algemene aangelegenheden. Vier jaar later werd hij burgemeester van de toenmalige gemeente Nieuwleusen en in 1992 volgde zijn benoeming tot de burgemeester van Houten.In 2000 stapte hij over naar het bedrijfsleven en ging werken als commercieel directeur bij Woningbouw Centraal Nederland. Twee jaar later keerde hij weer terug in de politiek als waarnemend burgemeester van Maarn en kort daarop tevens als waarnemend burgemeester van Woudenberg. In september 2003 werd De Jonge per Koninklijk Besluit alsnog burgemeester van Woudenberg en in 2004 volgde zijn benoeming tot burgemeester van Dronten. Daarnaast was hij tot 2014 voorzitter van de gebruikersvereniging Oranjewoud."
Coos Huijsen,Jacobus A.C. Huijsen,Christelijk-Historische Unie,Fractievoorzitter;Tweede Kamer,http://nl.dbpedia.org/resource/Coos_Huijsen,"Jacobus (Coos) Huijsen (Den Haag, 20 maart 1939) is een Nederlandse ex-politicus en geschiedkundige.Huijsen werd begin jaren zestig politiek actief. Hij was in de tweede helft van 1972 Tweede Kamerlid voor de CHU. Toen deze partij het linkse Kabinet-Den Uyl weigerde te steunen vormde Huijsen toen hij in 1976 weer in de Tweede Kamer kwam een eenmansfractie. Op het moment dat hij in 1977 de Tweede Kamer weer verliet, stapte hij over naar de PvdA. In datzelfde jaar kwam hij uit voor zijn homoseksualiteit. Daarmee werd Huijsen het eerste openlijk homoseksuele, mannelijke parlementslid ter wereld. Rond de eeuwwisseling zegde Huijsen zijn PvdA-lidmaatschap op.Voor en na zijn politieke loopbaan was hij docent geschiedenis en rector van een scholengemeenschap. Vanaf eind jaren 1990 heeft hij zijn werk als historicus opnieuw opgepakt. Na een historisch onderzoek naar de oorsprong van De Oranjemythe, gepubliceerd in 2001, schreef hij in 2005 een boek over koningin Beatrix (Beatrix. De kroon op de republiek), ter ere van haar 25-jarige jubileum. Voor het boek sprak hij met haarzelf en met de mensen rondom haar.Op 20 april 2012 promoveerde Coos Huijsen aan de Universiteit van Amsterdam op Nederland en het Verhaal van Oranje. In dit boek analyseert hij de lotsverbondenheid tussen het Nederlandse volk en de Oranjedynastie, van Willem van Oranje tot aan Koningin Beatrix. Daarbij belicht hij vooral 'het gewicht van het niet-weegbare' (tevens de ondertitel), oftewel het eigene en herkenbare van een historisch gegrondvest nationaal koningschap in een tijd van individualisering, globalisering, Europese integratie en migratie. In Willem van Oranje ziet Huijsen zowel de stichter van de Nederlandse Republiek als de aartsvader van het Nederlands koningshuis, waarmee het 'Verhaal van Oranje' de ideale combinatie in zich heeft van moderne democratische waarden en een gemeenschappelijke nationale traditie."
Francis David Schimmelpenninck,Francis David Schimmelpenninck,Christelijk-Historische Unie,http://nl.dbpedia.org/resource/Burgemeester_van_Amersfoort;lid Tweede Kamer der Staten-Generaal;lid Provinciale Staten van Utrecht;lid Gedeputeerde Staten van Utrecht;Commissaris van de Koningin in Utrecht,http://nl.dbpedia.org/resource/Francis_David_Schimmelpenninck,"Francis David graaf Schimmelpenninck (Amsterdam, 20 april 1854 - Baarn, 3 januari 1924) was een Nederlands politicus.Hij was de zoon van R.J. graaf Schimmelpenninck van Nijenhuis en de kleinzoon van G. graaf Schimmelpenninck.Schimmelpenninck was een graaf die door een val van zijn paard beroemd werd. Daardoor kon hij in 1900 in de Tweede Kamer niet tegen de ontwerp-Leerplichtwet stemmen en haalde dat voorstel het met één stem verschil. Door heel het land werd dit rijmpje gezongen:Baron Schimmelpenninck en zijn Biekdoen beiden aan politiek.De baron zei:""Tegen zonder manco"".De schimmel zei:""wij stemmen blanco"".Zo werd Borghesius' wetdoor paardenpolitiek gered.Schimmelpenninck werd na een loopbaan bij de Nederlandsche Rhijnspoorweg-Maatschappij (NRS) burgemeester van Amersfoort, vervolgens gedeputeerde en daarna Commissaris der Koningin in de provincie Utrecht. Als kamerlid maakte hij weinig indruk."
Gerrit Holdijk,Gerrit Holdijk,Christelijk-Historische Unie,Lid Eerste Kamer;Fractievoorzitter Eerste Kamer;Lid Provinciale Staten van Gelderland;Lid Eerste Kamer;Fractievoorzitter Eerste Kamer;Lid Provinciale Staten van Gelderland,http://nl.dbpedia.org/resource/Gerrit_Holdijk,"Gerrit Holdijk (Uddel, 17 november 1944) is een voormalig Nederlands politicus namens de SGP."
Gert Koffeman,Geert Koffeman,Christelijk-Historische Unie,Lid Tweede Kamer;Lid Tweede Kamer,http://nl.dbpedia.org/resource/Gert_Koffeman,"Geert (Gert) Koffeman (Hilversum, 14 maart 1948) is een Nederlands voormalig politicus namens het Christen-Democratisch Appèl (CDA). Van 1 september 1984 tot september 1998 was Koffeman voorzitter van de Algemeen Christelijke Politiebond."
Hanske Evenhuis-van Essen,Catrine Hanske van Essen,Christelijk-Historische Unie,Lid Tweede Kamer,http://nl.dbpedia.org/resource/Hanske_Evenhuis-van_Essen,"Hanske Evenhuis-van Essen (Amsterdam, 30 oktober 1921) is een Nederlands voormalig politica namens het CDA."
Jaap Glasz,Jacob Rienk Glasz,Christelijk-Historische Unie,Lid Eerste Kamer;Lid Provinciale Staten van Noord-Holland,http://nl.dbpedia.org/resource/Jaap_Glasz,"Jacob Rienk (Jaap) Glasz (Amsterdam, 13 februari 1935 - Blaricum, 3 oktober 2005) was een Nederlandse rechtsgeleerde alsook politicus namens het Christen-Democratisch Appèl (CDA). Hij was actief in de advocatuur, de wetenschap en de kunst en maakte deel uit van de Provinciale Staten van Noord-Holland en de Eerste Kamer."
Jan Pastoor,Jan Jacobus Lambertus Pastoor,Christelijk-Historische Unie,Burgemeester van Smilde;Burgemeester van Workum;Burgemeester van Hindeloopen;Lid Eerste Kamer;Lid Provinciale Staten Drenthe;Gedeputeerde in Drenthe,http://nl.dbpedia.org/resource/Jan_Pastoor,"Jan Pastoor (Ruinerwold, 3 april 1935) is een voormalig Nederlands politicus. Hij was burgemeester van verschillende gemeenten en gedeputeerde in Drenthe. Van 1999 tot 2007 was hij lid van de Eerste Kamer der Staten-Generaal. Pastoor was lid van achtereenvolgens de Christelijk-Historische Unie (CHU) en het Christen-Democratisch Appèl (CDA).Pastoor studeerde rechten aan de Rijksuniversiteit Groningen. Hij was burgemeester van Workum, Hindeloopen en Smilde. Hij was lid van Gedeputeerde Staten van Drenthe van 1987 tot 1999. In de Eerste Kamer hield Pastoor zich bezig met Algemene Zaken, Binnenlandse Zaken en Volkshuisvesting."
Joeke Baarda,Joeke Baarda,Christelijk-Historische Unie,lid Eerste Kamer der Staten-Generaal;lid Provinciale Staten van Friesland;Voorzitter CHJO,http://nl.dbpedia.org/resource/Joeke_Baarda,"Joeke Baarda (Menaldum, 14 augustus 1936) is een Nederlands voormalig politicus voor het CDA.Na het voltooien van de MULO-a (1953) en -b (1954) ging Baarda bouwkunde studeren aan de Hogere Technische School Leeuwarden, welke opleiding hij afrondde in 1958. Daarnaast volgde hij een opleiding aan de School voor Reserve-Officieren der Bereden-Artillerie.Als zoon van een slager, en kleinzoon van voormalig Tweede Kamerlid Jouke Bakker, werd Baarda in 1963 voorzitter van de jongerenafdeling van de CHU, de CHJO, wat hij zou blijven tot 1966. Hij was hoofd van de hoofdafdeling stadsontwikkeling van de gemeente Sneek. In 1971 werd hij in de Provinciale Staten van de provincie Friesland gekozen.In 1987 gebeurde dit wederom, maar bedankte hij, en werd hij in de Eerste Kamer der Staten-Generaal gekozen - ditmaal voor het CDA, waar de CHU in opgegaan was. Hij was woordvoerder volkshuisvesting, ruimtelijke ordening en verkeer (onder andere bij de debatten over de uitbreiding van Schiphol). Hield zich ook bezig met defensie en was lid van de NAVO-assemblee. Enige jaren voorzitter van de vaste commissie voor Verkeer en Waterstaat. In 2003 zei hij de Kamer vaarwel, en werd hij benoemd tot ridder in de Orde van Oranje-Nassau."
Johan van Hulst,Johan Wilhelm van Hulst,Christelijk-Historische Unie,Lid Europees Parlement;Lid Eerste Kamer;Fractievoorzitter CDA;Fractievoorzitter CHU;Partijvoorzitter CHU,http://nl.dbpedia.org/resource/Johan_van_Hulst,"Johan Wilhelm van Hulst (Amsterdam, 28 januari 1911) is een onderscheiden Nederlandse verzetsman en kinderredder, emeritus hoogleraar pedagogiek en voormalig politicus.Begonnen als onderwijzer werd Van Hulst in 1942 (tot 1960) directeur van de Hervormde Kweekschool (HKS) in Amsterdam (later Hervormde Pedagogische Academie of HPA) en in die hoedanigheid verantwoordelijk voor de redding van honderden Joodse baby's en kinderen uit de crèche van de Hollandsche Schouwburg. In 1970 kreeg hij hier de Jad Wasjem-onderscheiding voor.Van Hulst haalde in 1929 zijn MO Nederlands, behaalde vervolgens zijn doctoraal pedagogiek en psychologie en promoveerde in 1961. Hij was van 1956 tot 1981 lid van de Eerste Kamer, van 1961 tot 1968 lid van het Europees Parlement, van 1969 tot 1972 voorzitter van de CHU, van 1977 tot 1981 fractievoorzitter van het CDA in de Eerste Kamer en bekleedde daarnaast vele andere functies.Daarnaast is Van Hulst auteur van vele wetenschappelijke publicaties. Hij is auteur van vele boeken en op zijn 95e kwam er nog een boek van zijn hand op de markt. Ook in de schaakwereld is hij geen onbekende: zo werd hij in 1937 al kampioen van UCS De Rode Loper en won op 95-jarige leeftijd nog het Corus-schaaktoernooi voor (ex-)parlementariërs. In 2010, even voor zijn 99ste verjaardag, won hij dat toernooi opnieuw, maar moest hij die titel delen met Jan Nagel. Hij heeft zowel tegen wereldkampioenen Max Euwe als Anatoli Karpov remise gespeeld - weliswaar in simultaans. Daarnaast is hij erelid van Schaakvereniging Caïssa in Amsterdam."
Mieke Boers-Wijnberg,Mieke Helena Ada Boers-Wijnberg,Christelijk-Historische Unie,lid Tweede Kamer der Staten-Generaal,http://nl.dbpedia.org/resource/Mieke_Boers-Wijnberg,"Mieke Helena Ada Boers-Wijnberg (Velsen, 20 februari 1946) is een Nederlands docent en voormalig politicus namens de CHU en na de fusie namens het CDA. Boers-Wijnberg volgde de lagere school in Santpoort en ging aan het Openbaar Gymnasium Velserbeek naar de middelbare school. Hierna studeerde ze economie aan de Universiteit van Amsterdam van 1963 tot 1968. Na haar studie ging ze aan de slag als lerares economie en handelswetenschappen aan het Koningin Wilhelmina College in Culemborg. In 1972 stond ze al als 22e op de kandidatenlijst van de CHU voor de Tweede Kamer, maar het zou duren tot 1986 voor ze toetrad als lid van de Tweede Kamer der Staten-Generaal (namens het CDA). Boers-Wijnberg voerde als CDA-Tweede Kamerlid het woord over energie- en (internationale) milieuvraagstukken, zoals bij debatten over het Brundtland-rapport, de nota klimaatverandering en het Structuurschema elektriciteitsvoorziening. Ze hield zich als Kamerlid ook bezig met technologie- en wetenschapsbeleid en was ondervoorzitter van de vaste commissie voor de Rijksuitgaven van 30 januari 1990 tot 1 december 1995. Boers-Wijnberg zag freule Wttewaall van Stoetwegen als haar voorbeeld.Na haar Kamerlidmaatschap werd ze projectleider bij het opzetten van internationale milieu-netwerken in Midden- en Oost-Europa."
Pieter Beelaerts van Blokland,Pieter Adriaan Cornelis Beelaerts van Blokland,Christelijk-Historische Unie,Utrecht (provincie);Commissaris van de Koningin;Lid Tweede Kamer;Minister van VROM;Lid Provinciale Staten Zuid-Holland;Burgemeester Wolphaartsdijk;Lid Provinciale Staten Zeeland;Burgemeester Vianen;Burgemeester Amstelveen;Burgemeester Apeldoorn;Waarnemend burgemeester Hengelo,http://nl.dbpedia.org/resource/Pieter_Beelaerts_van_Blokland,"Jhr. drs. Pieter Adriaan Cornelis Beelaerts van Blokland (Heerjansdam, 8 december 1932) is een voormalig Nederlands politicus, en commissaris van de Koningin in Utrecht."
Ries Smits,Marinus Smits,Christelijk-Historische Unie,lid Tweede Kamer der Staten-Generaal;lid Provinciale Staten Zuid-Holland;lid gemeenteraad Den Haag;lid gemeenteraad Rotterdam;wethouder Den Haag;lid verenigde vergadering waterschap Delfland,http://nl.dbpedia.org/resource/Ries_Smits,"Marinus (Ries) Smits (Tricht, 26 oktober 1944) is een Nederlands econoom en politicus namens de CHU en het CDA. Binnen de partij speelde Smits als partijsecretaris en campagneleider een belangrijke rol bij de bloei van het CDA in de jaren tachtig en zette hij zich in voor verbetering van de positie van homoseksuelen."
Rikus Jager,Henderikus Jager,Christelijk-Historische Unie,Tweede Kamer;Bestuur CDA Appingedam;Gemeenteraad Appingedam;Voorzitter informeel overleg CDA-bestuurders Noord-Nederland;Burgemeester Westerveld,http://nl.dbpedia.org/resource/Rikus_Jager,"Henderikus (Rikus) Jager (Stedum, provincie Groningen, 18 mei 1954) is een Nederlands politicus. Van 23 mei 2002 tot 17 juni 2010 was hij lid van de Tweede Kamerfractie van het CDA. Het protestantse Kamerlid is sinds de oprichting lid van het CDA (11 oktober 1980) en daarvoor van de CHU.Hij volgde les aan de Protestants-Christelijke lagere school te Stedum, van 1966 tot 1970 mulo-A in Appingedam en aansluitend tot 1972 havo in dezelfde plaats. Van 1976 tot 1979 volgde hij bij het Ministerie van Justitie de S-opleiding, die is gelijkgesteld aan een HBO-opleiding).Van 1 juli 1972 tot 1 april 1979 was Jager rijksambtenaar. Van 1979 tot 1994 was hij lid van de gemeenteraad in Appingedam en van 1979 tot 2001 tevens parketsecretaris bij het Openbaar Ministerie te Groningen, vanaf 1987 met de titel senior parketsecretaris. Van 1 mei 2001 tot 23 mei 2002 coördineerde hij het project Justitie in de buurt bij dezelfde werkgever.Van 10 oktober 1981 tot 7 september 1982 was hij adjunct-secretaris van de CDA-afdeling Appingedam en van juni 1986 tot 23 mei 2002 voorzitter van het informeel overleg CDA-bestuurders Noord-Nederland. Hij is lid van de Focusgroep Veiligheid.Jager was sinds 1 oktober 1999 lid van het bestuur van de Internationale Dollard Raad, was voorzitter van het partnerschapscomité Aurich - Appingedam en vanaf 1 januari 2005 ambassadeur/adviseur van de VVV Appingedam - Slochteren - Ten Boer. In het verleden bekleedde hij diverse bestuursfuncties bij semi-overheidsinstellingen.Hij hield zich als Kamerlid onder meer bezig met justitie (privacywetgeving en buurtveiligheid), bosbouw, internationaal natuurbeleid en goederenvervoer per spoor. Jager stond in 2010 voor de Tweede Kamerverkiezingen namens het CDA wederom op de kandidatenlijst, op plaats 25 echter en werd daarom niet rechtstreeks herkozen. Doordat Jan Kees de Jager zijn plaats in de Tweede Kamer opgaf na toetreding tot het kabinet-Rutte I, zou Jager na korte afwezigheid uit Den Haag weer Kamerlid kunnen worden, maar in plaats daarvan is hij sinds 1 december 2010 burgemeester van de gemeente Westerveld.Onderscheiding:Ridder in de Orde van Oranje-Nassau (2002)"
Roelof Kruisinga,Roelof Johannes Hendrik Kruisinga,Christelijk-Historische Unie,Minister;Staatssecretaris (Nederland);Fractievoorzitter;Politiek leider;Eerste Kamer;Tweede Kamer,http://nl.dbpedia.org/resource/Roelof_Kruisinga,"Roelof Johannes Hendrik Kruisinga (Grijpskerk, 27 augustus 1922 - Wassenaar, 7 december 2012) was arts en volksgezondheidsdeskundige, en was een CHU- en CDA-politicus en staatssecretaris en minister voor deze partijen.Kruisinga werd geboren in Grijpskerk. Hij kwam uit een doopsgezinde familie, maar liet zichzelf op volwassen leeftijd bewust niet dopen en trad toe tot de Nederlandse Hervormde Kerk (nu deel van de PKN), naar eigen zeggen omdat hij het volkskerk karakter daarvan belangrijk vond. Hij specialiseerde zich tot kno-arts en promoveerde in 1955 aan de RUG op de dissertatie Slechthorendheid en het verstaan van spraak: een onderzoek naar de validiteit van het gehoororgaan. Hij vervulde als arts verschillende functies in de gezondheidszorg, werd uiteindelijk directeur-generaal van de Volksgezondheid en daarna staatssecretaris van Volksgezondheid en Verkeer en Waterstaat. Hij bracht in die functies wetgeving tot stand over lucht- en waterverontreiniging.Hij volgde in 1973 Tilanus jr. op als fractievoorzitter van de CHU. In die positie voer hij een andere koers dan zijn collega-fractieleiders van de overige twee confessionele partijen, KVP en ARP, die gedoogden dat 6 politici van KVP- en ARP-huize op persoonlijke titel deelnamen aan het progressieve minderheidskabinet van Den Uyl; Kruisinga voerde samen met Wiegel oppositie tegen dit kabinet-Den Uyl. Om die reden werd hij door de PvdA-onderhandelaars in de kabinetsformatie van 1977 geweigerd als potentieel minister in een beoogd tweede kabinet Den Uyl.Kruisinga was in het eerste kabinet-Van Agt korte tijd minister van Defensie. Hij trad al na een paar maanden af, omdat hij zich keerde tegen het Amerikaanse besluit een neutronenbom te gaan ontwikkelen. Als achtergrond van zijn bezwaren tegen het neutronenwapen noemde hij het doorwerken van het traditionele vredesgetuigenis uit zijn doopsgezinde verleden. Daarom bestond er voor zijn optreden ook binnen het kabinet weinig draagvlak.Begin jaren tachtig was hij vicepresident van de Wereldgezondheidsorganisatie. Nadien zat hij van 1981 tot 1991 voor het CDA in de Eerste Kamer."
